jobName,jobAddrNoDesc,jobAddrNoDesc_en,custName,tech_skills,periodDesc,periodDesc_en,coIndustryDesc,coIndustryDesc_en,optionEdu,optionEdu_en
資深軟體工程師,新北市,New Taipei City,皇丞創新科技股份有限公司,"AWS, C++, Git, MongoDB, Node.js, PostgreSQL",3年以上,3+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
【製程改善類】YIP系統整合工程師-Backend(光復新廠)☆到職滿6個月，留任獎金最高13000元☆,新竹縣,Hsinchu County,欣興電子股份有限公司,"Node.js, PostgreSQL",經歷不拘,Experience not required,印刷電路板製造業(PCB),PCB Manufacturing,大學,Bachelor's Degree
軟體工程師,新北市,New Taipei City,泰創工程股份有限公司,"Oracle, SQL",經歷不拘,Experience not required,空調水機電工程業,HVAC Engineering,學歷不拘,No degree required
臺北科技大學 計算機與網路中心 程式設計師（高教深耕）（支援全校性行政事務專任助理）,台北市,Taipei City,國立臺北科技大學,"CSS, HTML, Java, Javascript, RWD",經歷不拘,Experience not required,大專校院教育事業,Higher Education,大學,Bachelor's Degree
PHP網頁工程師,台北市,Taipei City,蘋信科技股份有限公司,,2年以上,2+ years,其他電信及通訊相關業,Other Telecom,專科,Associate Degree
Vue前端工程師,台北市,Taipei City,艾美斯科技有限公司,"CSS, Git, Javascript, RWD, React, Typescript",1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
.NET C# 駐點工程師(內部編號：SI1-G2)(台北市南港區),台北市,Taipei City,艾帝浦杰股份有限公司,".NET, Angular, C#, Java",2年以上,2+ years,電腦軟體服務業,Software Services,高中,High School Diploma
電腦整合製造工程師(高雄廠),高雄市,Kaohsiung City,華新科技股份有限公司,,2年以上,2+ years,被動電子元件製造業,Passive Components,大學,Bachelor's Degree
前端開發工程師（專案開發部）_I00020853,台北市,Taipei City,國泰綜合證券股份有限公司,"CSS, Git, HTML, Javascript, Vue",3年以上,3+ years,證券及期貨業,Securities,學歷不拘,No degree required
後端開發工程師,新北市,New Taipei City,芬里爾資料分析股份有限公司,"Django, MongoDB, Node.js, PostgreSQL, Python, SQL",經歷不拘,Experience not required,電腦軟體服務業,Software Services,高中,High School Diploma
全端工程師,台中市,Taichung City,信念科技有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,學歷不拘,No degree required
R0007814: (Sr.) Software Engineer in Linux Agent,台北市,Taipei City,Trend Micro_趨勢科技股份有限公司,,1年以上,1+ year,電腦軟體服務業,Software Services,大學,Bachelor's Degree
網站後端工程師 Backend Engineer,新北市,New Taipei City,甲尚股份有限公司,".NET, AWS, SQL",1年以上,1+ year,多媒體傳播相關業,Multimedia,大學,Bachelor's Degree
【SaaS】資深前端工程師 / Sr.Frontend Engineer (React.js、Redux),台北市,Taipei City,鼎恒數位科技股份有限公司,"CSS, Git, HTML, Javascript, React, Typescript",3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
PHP 後端工程師,台北市,Taipei City,天網數位有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
網站工程師,新北市,New Taipei City,恆續科技股份有限公司,"HTML, Javascript, Python",經歷不拘,Experience not required,檢測技術服務,Inspection Services,專科,Associate Degree
前端工程師,台北市,Taipei City,立吉富線上金流股份有限公司,Vue,3年以上,3+ years,網際網路相關業,Internet,專科,Associate Degree
B02-軟體工程師(PG)_旅遊營運系統部_團產系統二組,台北市,Taipei City,雄獅資訊科技股份有限公司,"C#, Git, Javascript, SQL",2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
全端工程師【信義-金融數位】,台北市,Taipei City,鈦創軟體資訊有限公司,"Oracle, Vue",經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
智慧醫療事業處_PHP 軟體應用工程師,新北市,New Taipei City,永悅健康股份有限公司,"CSS, HTML, SQL",2年以上,2+ years,工商顧問服務業,Business Consulting,大學,Bachelor's Degree
AI/ML工程師,高雄市,Kaohsiung City,晶新資訊股份有限公司,Python,經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,專科,Associate Degree
前端工程師（Nuxt / Vue.js）,新竹縣,Hsinchu County,台雲資訊股份有限公司,"Git, Typescript, Vue",2年以上,2+ years,電腦軟體服務業,Software Services,學歷不拘,No degree required
全端軟體工程師(Full Stack Engineer),新北市,New Taipei City,錢隆科技股份有限公司,"C#, Git, Vue",3年以上,3+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
軟體工程師,高雄市,Kaohsiung City,高禾醫院,"CSS, Git, HTML, Java, Node.js, SQL, Spring",經歷不拘,Experience not required,醫院,Hospitals,大學,Bachelor's Degree
前端開發工程師 (不同專案),台北市,Taipei City,鑫瑞資訊科技有限公司,,3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
I3811 遠距醫療(資深)工程師,台北市,Taipei City,遠傳電信股份有限公司,,4年以上,4+ years,電信相關業,Telecom,大學,Bachelor's Degree
測試工程師,新北市,New Taipei City,澳碼科技有限公司,Python,經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
前端工程師（Vue.js）_4052,新北市,New Taipei City,技嘉科技股份有限公司,"CSS, HTML, Java, Javascript, RWD, Vue",經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,專科,Associate Degree
RD-資深前端工程師 Senior Frontend Engineer（工作地點：台中）,台中市,Taichung City,順立智慧股份有限公司,"CSS, HTML, Javascript, RWD",2年以上,2+ years,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
【Node.js/Typescript】資深後端工程師 Senior Backend Engineer,台北市,Taipei City,鷹翔有限公司,,3年以上,3+ years,網際網路相關業,Internet,專科,Associate Degree
技術長 / CTO (Chief Technology Officer),台北市,Taipei City,摩拓旅程股份有限公司,,3年以上,3+ years,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
上市公司電機產業-後端工程師(南港軟體園區),台北市,Taipei City,亞力電機股份有限公司,,經歷不拘,Experience not required,電力機械器材製造修配業,Power Machinery,大學,Bachelor's Degree
【中部高薪獵才_遊戲軟體公司】Java工程師_外商環境、保障薪資、穩定發展_TCP_860,台中市,Taichung City,藝珂人事顧問股份有限公司,"Git, Java, MongoDB, PostgreSQL, SQL, Spring",3年以上,3+ years,人力仲介代徵,Recruitment Agency,大學,Bachelor's Degree
JC2002-軟體開發工程師(資料庫)-新竹區,新竹市,Hsinchu City,頎邦科技股份有限公司,,經歷不拘,Experience not required,半導體製造業,Semiconductor Manufacturing,大學,Bachelor's Degree
資深-JAVA 後端軟體工程師,台中市,Taichung City,聯訊網路有限公司,Java,3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
Programmer (Java Web/SPA/Mobile),台北市,Taipei City,科熱臺灣有限公司,"CSS, Git, HTML, Java, Javascript",1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
後端工程師 - PHP/Laravel,台北市,Taipei City,SUPER MEDIA_超人氣新媒體股份有限公司,"CSS, Git, HTML, Javascript, React",2年以上,2+ years,廣告行銷公關業,Advertising & PR,大學,Bachelor's Degree
Google 專案 | 全端工程師 Full-stack Engineer (板橋),新北市,New Taipei City,HCL Technologies Taiwan_台灣愛渠西來技術股份有限公司,"Angular, Java, Javascript, MongoDB, PostgreSQL, Python, React, SQL",3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
前端工程師,台北市,Taipei City,台鋼新零售股份有限公司,"React, Vue",2年以上,2+ years,網際網路相關業,Internet,專科,Associate Degree
後端工程師,台北市,Taipei City,禾亞數位科技股份有限公司,"Git, MongoDB",5年以上,5+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
Frontend Software Engineer,新北市,New Taipei City,奧義智慧科技股份有限公司,"CSS, Git, RWD, React",3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
資深軟體工程師/主管(Java),台北市,Taipei City,昇華科技股份有限公司,SQL,3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
AI前端軟體整合工程師_7877,新北市,New Taipei City,技嘉科技股份有限公司,"Azure, CSS, Git, HTML, Javascript, RWD, Vue",1年以上,1+ year,電腦及其週邊設備製造業,Computer Hardware,碩士,Master's Degree
【Senior Golang Engineer- 資深 Golang 工程師】,台北市,Taipei City,特雷維科技有限公司,"Git, Oracle",3年以上,3+ years,電腦軟體服務業,Software Services,學歷不拘,No degree required
前端軟體工程師 (Frontend),台北市,Taipei City,攜利媒體有限公司,,2年以上,2+ years,電腦軟體服務業,Software Services,專科,Associate Degree
前端工程師 Frontend Engineer｜Vue 前端工程師【股感媒體科技】,台北市,Taipei City,股感媒體科技股份有限公司,"CSS, Git, Javascript, Vue",經歷不拘,Experience not required,網際網路相關業,Internet,專科,Associate Degree
Java開發工程師,台北市,Taipei City,紐盾科技有限公司,"Java, Spring",3年以上,3+ years,電腦軟體服務業,Software Services,高中,High School Diploma
後端工程師實習生 - (AI) Backend Intern,台北市,Taipei City,頑碼資訊有限公司,"AWS, Django, Git, Python",3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
Golang 後端資深工程師,台中市,Taichung City,塞席爾商華鑫有限公司,"Git, MongoDB",3年以上,3+ years,網際網路相關業,Internet,大學,Bachelor's Degree
後端軟體工程師(SRDBU),新竹市,Hsinchu City,譁裕實業股份有限公司,,5年以上,5+ years,其他電子零組件相關業,Other Electronic Components,大學,Bachelor's Degree
PHP程式設計人員,台中市,Taichung City,首岳資訊網路股份有限公司,"HTML, Java, SQL",經歷不拘,Experience not required,網際網路相關業,Internet,學歷不拘,No degree required
*️⃣【FinTech 知名金融科技公司｜Sr. Backend Engineer (Team Lead)】薪資福利依經驗可談 / 歡迎具具金融產業背景者應徵 ｜BIS_233,台北市,Taipei City,藝珂人事顧問股份有限公司,".NET, Java, Spring",5年以上,5+ years,人力仲介代徵,Recruitment Agency,大學,Bachelor's Degree
後端工程師 - 高雄,高雄市,Kaohsiung City,尚承科技股份有限公司,"Git, Java, MongoDB, PostgreSQL, Spring",3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
資深Java程式設計師,台北市,Taipei City,水碓柒研創有限公司,"Git, Oracle, Spring",3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
Full Stack Engineer 全端工程師,桃園市,Taoyuan City,冠信電腦股份有限公司_台達電子集團,"Git, MongoDB, Node.js, PostgreSQL, React",2年以上,2+ years,電腦及其週邊設備製造業,Computer Hardware,大學,Bachelor's Degree
網頁前端工程師，Web Frontend Engineer（歡迎應屆畢業生履歷）,台北市,Taipei City,良知股份有限公司,"CSS, Git, HTML, Javascript, React",經歷不拘,Experience not required,網際網路相關業,Internet,專科,Associate Degree
Java工程師,台北市,Taipei City,新諾資訊股份有限公司,"Java, Javascript, Spring",2年以上,2+ years,電腦系統整合服務業,System Integration,專科,Associate Degree
Java 工程師 / Java Software Engineer,新北市,New Taipei City,美商定誼科技股份有限公司台灣分公司,"HTML, Java",3年以上,3+ years,消費性電子產品製造業,Consumer Electronics,專科,Associate Degree
《北部事業處》Android軟體工程師,台北市,Taipei City,千享國際企業股份有限公司,".NET, C#, Git, Java",3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
資深全端程式設計師,新北市,New Taipei City,金宣智能科技股份有限公司,"Angular, Java, Javascript, Oracle, PostgreSQL, Python, React, Vue",經歷不拘,Experience not required,電腦系統整合服務業,System Integration,高中,High School Diploma
【系統管理二部】財報準則系統科-資深IFRS系統工程師,台北市,Taipei City,台新人壽保險股份有限公司_總公司,SQL,5年以上,5+ years,人身保險業,Life Insurance,專科,Associate Degree
Golang 遊戲後端工程師,台北市,Taipei City,薩摩亞商創威有限公司,Git,3年以上,3+ years,網際網路相關業,Internet,專科,Associate Degree
【土城廠】後端開發工程師,新北市,New Taipei City,家崎科技股份有限公司,"Node.js, Python",1年以上,1+ year,半導體製造業,Semiconductor Manufacturing,專科,Associate Degree
前端工程師,台中市,Taichung City,沃龍超遊股份有限公司,"CSS, Git, HTML, Javascript, RWD, Typescript, Vue",2年以上,2+ years,電腦軟體服務業,Software Services,專科,Associate Degree
後端工程師/ASP.NET工程師 Backend Developer,台北市,Taipei City,果思設計股份有限公司,HTML,3年以上,3+ years,網際網路相關業,Internet,專科,Associate Degree
Frontend Engineer_先進產業無線通訊解決方案新事業發展部(桃三),桃園市,Taoyuan City,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,"CSS, Git, HTML, Javascript, React, Typescript, Vue",3年以上,3+ years,其他電子零組件相關業,Other Electronic Components,碩士,Master's Degree
【外商】Frontend Engineer (資深前端開發工程師 - *Vue為主) (Mid &amp; Sr. Level) [BIT],台北市,Taipei City,海科科技有限公司,Vue,5年以上,5+ years,其它軟體及網路相關業,Other IT,專科,Associate Degree
